X,,gbifID,occurrenceID,species,decimallongitude,decimallatitude,homepolygon,homepolygon.1
55,1289,2304697019,MF786101,Amphilophium magnoliifolium,-58.25,3.52,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
102,1359,2309659479,MF786228,Apinagia surumuensis,-56.57,4.53,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
103,1360,2308618845,MF786052,Apinagia surumuensis,-56.57,4.53,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
104,1361,2305391857,MF785316,Apinagia surumuensis,-56.57,4.53,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
142,1488,2310894032,MF786225,Bellucia pentamera,-60.38,6.36,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
143,1489,2309084431,MF786050,Bellucia pentamera,-60.38,6.36,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
144,1490,2305812881,MF785311,Bellucia pentamera,-60.38,6.36,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
147,1493,2311010393,MF786128,Bignonia aequinoctialis,-58.11,3.36,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
148,1494,2304435912,MF785390,Bignonia aequinoctialis,-58.11,3.36,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
149,1495,2307593991,MF785347,Bignonia binata,-60.37,6.34,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
150,1496,2306010179,MF786081,Bignonia binata,-60.37,6.34,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
151,1497,2305595494,MF785360,Bisboeckelera irrigua,-58.3,3.58,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
152,1498,2305409345,MF786286,Bisboeckelera irrigua,-58.3,3.58,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
159,1508,2310857230,KT724889,Bocoa prouacensis,-53.05,5.06,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
160,1510,2308688469,KT724888,Bocoa prouacensis,-54.05,3.64,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
307,2119,2307419250,MF786281,Calycolpus goetheanus,-58.98,5.34,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
308,2120,2304617640,MF785356,Calycolpus goetheanus,-58.98,5.34,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
337,2175,2310480253,MF785333,Carpotroche surinamensis,-56.5,4.36,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
351,2193,2308882529,MF785338,Catostemma commune,-60.56,6.52,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
352,2194,2308781740,MF786255,Catostemma commune,-60.56,6.52,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
353,2195,2307801867,MF786076,Catostemma commune,-60.56,6.52,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
354,2196,2308755265,MF786182,Catostemma fragrans,-58.17,3.35,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
355,2197,2307080064,MF785435,Catostemma fragrans,-58.17,3.35,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
356,2198,2305758008,MF786412,Catostemma fragrans,-58.17,3.35,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
361,2214,2310471996,MF785329,Cayaponia prunifera,-60.37,6.38,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
362,2215,2310407807,MF786064,Cayaponia prunifera,-60.37,6.38,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
363,2216,2306784284,MF786243,Cayaponia prunifera,-60.37,6.38,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
394,2315,2310660218,KP999883,Chamaecrista desvauxii,-51.88,3.8,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
419,2514,2308773553,KP999877,Chamaecrista desvauxii,-55.75,2.33,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
510,2935,2310380122,KP999871,Chamaecrista diphylla,-53.07,5.23,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
515,2958,2309140401,KR133713,Chamaecrista diphylla,-53.07,5.23,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
517,2962,2308868576,KR133832,Chamaecrista diphylla,-53.07,5.23,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
529,2998,2307152122,KP968170,Chamaecrista diphylla,-53.07,5.23,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
532,3007,2306270057,KR134208,Chamaecrista diphylla,-53.07,5.23,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
544,3041,2304179498,KR134115,Chamaecrista diphylla,-53.07,5.23,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
580,3518,2308822419,MF786345,Chaunochiton kappleri,-58.32,3.41,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
581,3519,2305113441,MF785396,Chaunochiton kappleri,-58.32,3.41,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
582,3520,2311187768,JN661754,Cheiloclinium cognatum,-52.68,4.03,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
583,3521,2310093894,JN661741,Cheiloclinium cognatum,-52.67,4.09,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
616,3565,2310264719,MF785454,Codonanthe calcarata,-60.38,6.36,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
617,3566,2307916489,MF786422,Codonanthe calcarata,-56.58,4.25,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
618,3567,2306580692,MF785441,Codonanthe calcarata,-56.58,4.25,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
619,3568,2306205203,MF786445,Codonanthe calcarata,-60.38,6.36,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
620,3569,2304788526,MF786204,Codonanthe calcarata,-60.38,6.36,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
621,3570,2310485900,MF786199,Codonanthe crassifolia,-60.58,6.38,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
622,3571,2309342346,MF786435,Codonanthe crassifolia,-60.58,6.38,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
623,3572,2309037624,MF785449,Codonanthe crassifolia,-60.58,6.38,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
624,3573,2308332441,MF786258,Codonanthe crassifolia,-56.62,4.16,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
627,3576,2304938379,MF785340,Codonanthe crassifolia,-56.62,4.16,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
628,3577,2304910162,MF786077,Codonanthe crassifolia,-56.62,4.16,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
664,3614,2308634119,MF786056,Comanthera jenmanii,-60.58,6.45,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
665,3615,2304339751,MF786233,Comanthera jenmanii,-60.58,6.45,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
667,3618,2308653446,MF785362,Connarus punctatus,-58.24,3.55,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
668,3619,2308415391,MF786096,Connarus punctatus,-58.24,3.55,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
669,3620,2304135037,MF786292,Connarus punctatus,-58.24,3.55,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
672,3623,2308213598,MF786238,Copaifera guyanensis,-56.43,4.28,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
673,3624,2307759248,MF786061,Copaifera guyanensis,-56.43,4.28,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
678,3635,2308877249,JQ710547,Cordia alliodora,-59.37,2.19,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
679,3637,2308387647,JQ710511,Cordia alliodora,-53.2,3.58,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
682,3641,2307994119,JQ710569,Cordia alliodora,-53.2,3.58,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
684,3644,2307862168,JQ710550,Cordia alliodora,-60.2,6.97,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
687,3654,2305501750,JQ710540,Cordia alliodora,-55,4.95,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
691,3661,2304488101,JQ710522,Cordia alliodora,-58.95,4.4,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
712,3685,2307574385,MF785326,Couratari guianensis,-56.52,4.53,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
713,3686,2306903728,MF786239,Couratari guianensis,-56.52,4.53,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
819,3919,2311084669,MF786226,Coutoubea ramosa,-60.58,6.33,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
820,3920,2309922228,MF786051,Coutoubea ramosa,-60.58,6.33,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
821,3921,2307010806,MF785312,Coutoubea ramosa,-60.58,6.33,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
822,3922,2309047557,MF786264,Crepidospermum rhoifolium,-58.3,3.58,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
823,3923,2306078544,MF786082,Crepidospermum rhoifolium,-58.3,3.58,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
836,3940,2307137429,KT724887,Crudia aromatica,-56.8,2.21,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
876,3999,2310188485,MF786271,Danaea simplicifolia,-60.37,6.37,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
877,4000,2305400156,MF786085,Danaea simplicifolia,-60.37,6.37,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
884,4029,2309838049,KU356727,Dicorynia guianensis,-52.68,4.09,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
885,4030,2309460360,KU356726,Dicorynia guianensis,-52.68,4.08,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
904,4049,2309083323,MF785368,Dictyostega orobanchoides,-58.32,3.4,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
917,4065,2310470186,MF786304,Diplasia karatifolia,-58.25,3.52,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
927,4414,2308575724,MF786147,Dracoglossum plantagineum,-58.32,3.41,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
928,4415,2308564591,MF786355,Dracoglossum plantagineum,-58.32,3.41,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
930,4417,2310713325,JN661757,Drymonia coccinea,-52.68,4.03,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
943,4432,2308518783,MF786129,Elizabetha coccinea,-58.24,3.55,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
944,4433,2307840890,MF786335,Elizabetha coccinea,-58.24,3.55,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
945,4434,2311086769,MF786216,Emmotum conjunctum,-60.58,6.38,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
947,4436,2309147059,MF786210,Endlicheria multiflora,-56.57,4.53,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
948,4437,2305086441,MF786039,Endlicheria multiflora,-56.57,4.53,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
958,4449,2311230001,JN661752,Eperua falcata,-52.67,4.09,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
959,4450,2310603203,KU356724,Eperua falcata,-52.68,4.09,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
960,4451,2310487269,JN661742,Eperua falcata,-52.67,4.09,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
961,4452,2310196304,MF786209,Eperua falcata,-56.52,4.36,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
962,4453,2308693408,KU356725,Eperua falcata,-52.69,4.08,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
963,4454,2306985783,MF786038,Eperua falcata,-56.52,4.36,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
964,4455,2308822584,MF786390,Eperua grandiflora,-58.18,3.37,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
965,4456,2305876154,MF785424,Eperua grandiflora,-58.18,3.37,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
966,4457,2304628812,MF786167,Eperua grandiflora,-58.18,3.37,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
967,4458,2310551646,MF786177,Eperua rubiginosa,-58.18,3.37,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
968,4459,2305687548,MF786402,Eperua rubiginosa,-58.18,3.37,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
969,4460,2310895997,MF786308,Ephedranthus guianensis,-58.1,3.37,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
970,4461,2307242937,MF786110,Ephedranthus guianensis,-58.1,3.37,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
1093,4780,2310735352,MF786198,Eschweilera subglandulosa,-56.51,4.61,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
1094,4781,2310189285,MF786434,Eschweilera subglandulosa,-56.51,4.61,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
1224,5097,2310222817,MF785419,Everardia disticha,-60.1,5.88,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
1225,5098,2308603839,MF786384,Everardia disticha,-60.1,5.88,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
1498,5394,2310234172,MF785384,Fimbristylis dichotoma,-58.51,6.49,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
1499,5395,2304833255,MF786323,Fimbristylis dichotoma,-58.51,6.49,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
1580,5647,2309052537,MF786049,Graffenrieda weddellii,-60.58,6.45,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
1581,5648,2307749430,MF785310,Graffenrieda weddellii,-60.58,6.45,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
1582,5649,2307568082,MF786224,Graffenrieda weddellii,-60.58,6.45,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
1603,5678,2308885785,MF786277,Gustavia augusta,-56.53,4.39,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
1614,5695,2305959835,MF786115,Hebepetalum humiriifolium,-58.32,3.4,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
1615,5696,2305252022,MF786318,Hebepetalum humiriifolium,-58.32,3.4,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
1622,5703,2310277962,MF785455,Henriettea granulata,-60.37,6.34,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
1623,5704,2306799254,MF786444,Henriettea granulata,-60.37,6.34,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
1624,5705,2306766946,MF786206,Henriettea granulata,-60.37,6.34,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
1625,5706,2311076237,MF786176,Henriettea multiflora,-60.37,6.37,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
1626,5707,2307060278,MF786401,Henriettea multiflora,-60.37,6.37,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
1627,5708,2305451881,MF785432,Henriettea multiflora,-60.37,6.37,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
1631,5712,2306141595,MF786326,Heteropsis tenuispadix,-58.11,3.35,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
1634,5715,2309206115,MF786272,Hippeastrum puniceum,-60.38,6.38,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
1635,5716,2306511842,MF786086,Hippeastrum puniceum,-60.38,6.38,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
1636,5717,2305636102,MF785352,Hippeastrum puniceum,-60.38,6.38,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
1649,5735,2310760853,MF786146,Hyospathe elegans,-58.1,3.37,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
1650,5736,2308997645,MF786354,Hyospathe elegans,-58.1,3.37,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
1651,5737,2304927994,MF785399,Hyospathe elegans,-58.1,3.37,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
1724,6336,2307847717,MF786256,Hypolytrum sphaerostachyum,-58.3,3.58,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
2147,6857,2311140923,JN661798,Jacaranda copaia,-53.95,5.46,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
2152,6862,2308837242,JN661796,Jacaranda copaia,-52.8,4.36,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
2162,6872,2305486483,JN661781,Jacaranda copaia,-52.8,4.36,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
2166,6876,2305145631,JN661783,Jacaranda copaia,-53.95,5.46,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
2185,6937,2309527155,MF786215,Lacistema aggregatum,-60.58,6.45,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
2190,6954,2310316203,MF786057,Leandra solenifera,-60.33,6.48,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
2191,6955,2309418598,MF785322,Leandra solenifera,-60.33,6.48,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
